        test_acc  balanced_acc        nfeat     max_alpha  emissions   duration
count  44.000000     44.000000    44.000000  4.400000e+01  44.000000  44.000000
mean    0.992445      0.989116  2563.454545  1.000000e-01   0.000232  17.080875
std     0.009772      0.018164   266.142334  4.211469e-17   0.000003   0.059080
min     0.966700      0.940000  1703.000000  1.000000e-01   0.000224  17.011185
25%     0.983300      0.990200  2444.750000  1.000000e-01   0.000230  17.044672
50%     1.000000      1.000000  2564.500000  1.000000e-01   0.000232  17.063425
75%     1.000000      1.000000  2720.000000  1.000000e-01   0.000234  17.096560
max     1.000000      1.000000  3011.000000  1.000000e-01   0.000237  17.292273
GLOBAL EMISSIONS: 0.0002314118905152 ( 5.1424864558933335e-06 each execution)
