        test_acc  balanced_acc       nfeat  max_alpha  emissions   duration
count  44.000000     44.000000   44.000000       44.0  44.000000  44.000000
mean    0.993575      0.996214   99.840909        0.5   0.000651  47.541494
std     0.008191      0.004827    0.428257        0.0   0.000014   1.024077
min     0.983300      0.990200   98.000000        0.5   0.000616  45.237154
25%     0.983300      0.990200  100.000000        0.5   0.000644  46.905513
50%     1.000000      1.000000  100.000000        0.5   0.000652  47.565394
75%     1.000000      1.000000  100.000000        0.5   0.000663  48.306887
max     1.000000      1.000000  100.000000        0.5   0.000678  49.272943
GLOBAL EMISSIONS: 0.0006627616012115 ( 1.4728035582477777e-05 each execution)
