test_acc,balanced_acc,nfeat,max_alpha,emissions,duration
1.0,1.0,805.0,0.2,0.0002070627178967,19.195241689682007
0.875,0.875,823.0,0.2,0.0002116185641285,19.49140954017639
1.0,1.0,717.0,0.2,0.0002125262637459,19.445987224578857
0.9583,0.9444,752.0,0.2,0.000212344913441,19.417787313461304
0.9583,0.95,733.0,0.2,0.0002102684799241,19.3553626537323
0.9167,0.9062,663.0,0.2,0.00020806695399,19.37399911880493
0.9167,0.9,819.0,0.2,0.0002075027672694,19.196967840194706
1.0,1.0,899.0,0.2,0.0002072777400007,19.200037479400635
1.0,1.0,874.0,0.2,0.0002078392473138,19.251279830932617
0.9167,0.9062,590.0,0.2,0.0002088150460754,19.202672719955444
0.9583,0.95,706.0,0.2,0.0002106782679531,19.078985452651978
0.9583,0.9444,719.0,0.2,0.0002081274265324,19.083679914474487
0.9583,0.9444,638.0,0.2,0.0002084510611756,19.19175219535828
0.9167,0.9111,760.0,0.2,0.0002097998832393,19.314900636672974
1.0,1.0,818.0,0.2,0.0002128212266512,19.15461015701294
0.9167,0.9062,643.0,0.2,0.0002080154327749,19.126503944396973
0.9583,0.95,813.0,0.2,0.0002116205489913,19.416070461273197
1.0,1.0,719.0,0.2,0.0002082613454088,19.392829418182373
0.9167,0.9,635.0,0.2,0.0002085905389921,19.368520975112915
0.9167,0.9111,741.0,0.2,0.0002024458629276,18.36302900314331
1.0,1.0,713.0,0.2,0.0001966869144437,18.3557026386261
0.9583,0.9444,809.0,0.2,0.0001979221951244,18.33987808227539
0.9583,0.9688,708.0,0.2,0.0002002171419889,18.30298066139221
0.9167,0.9062,760.0,0.2,0.0002024963686243,18.33475112915039
0.9583,0.9444,693.0,0.2,0.0001992494532416,18.32313323020935
0.9583,0.95,795.0,0.2,0.0002037186484165,18.6650824546814
0.9167,0.9062,561.0,0.2,0.0002082091077647,19.39636731147766
0.9583,0.9444,759.0,0.2,0.0002070174296057,19.39810872077942
1.0,1.0,878.0,0.2,0.0002075091560231,19.388092041015625
0.9583,0.9444,771.0,0.2,0.0002074865848667,19.33247447013855
0.9583,0.9444,711.0,0.2,0.0002165520344462,19.922070026397705
0.875,0.8643,663.0,0.2,0.000207343525971,19.162292957305908
1.0,1.0,746.0,0.2,0.0002072350759108,19.2649986743927
0.9583,0.9444,696.0,0.2,0.0002048008797299,19.19442081451416
0.9583,0.9688,698.0,0.2,0.0002048071059842,19.272793531417847
0.9583,0.9444,680.0,0.2,0.0002110494178128,19.41302227973938
0.9167,0.9062,723.0,0.2,0.0002090120623995,19.35875177383423
0.9583,0.95,772.0,0.2,0.0002131266300223,19.439055919647217
0.9583,0.9444,633.0,0.2,0.0002112145505163,19.40280652046204
0.9583,0.9444,636.0,0.2,0.000211314941239,19.362701654434204
0.9583,0.95,762.0,0.2,0.0002054319408426,19.0493597984314
0.9583,0.9444,851.0,0.2,0.000212901078532,19.27718305587769
0.9167,0.9,643.0,0.2,0.000209050570405,19.39184069633484
0.9583,0.9688,712.0,0.2,0.0002107275075973,19.3895161151886
