test_acc,balanced_acc,nfeat,max_alpha,emissions,duration
0.8667,0.9,78.0,0.2,0.0004630933897789,42.06501364707947
0.9333,0.9444,91.0,0.2,0.0004219535740867,38.37253856658936
0.8667,0.8661,64.0,0.2,0.000531327719786,48.33042073249817
0.7333,0.7321,65.0,0.2,0.0005063085321211,45.63540029525757
0.8667,0.8889,96.0,0.2,0.0004788471062723,43.61764812469482
0.8667,0.9,56.0,0.2,0.0006127965841873,56.0241847038269
0.8,0.8056,101.0,0.2,0.0004531034046065,41.17479634284973
0.9333,0.9444,144.0,0.2,0.0003815575772508,35.007858753204346
1.0,1.0,66.0,0.2,0.0005404081161605,48.92394399642944
0.8667,0.8889,53.0,0.2,0.0006158331570933,55.57356810569763
0.9333,0.9444,63.0,0.2,0.0005952312389667,54.03842377662659
0.9333,0.9444,70.0,0.2,0.0005462755771146,49.47762322425842
0.8667,0.9,69.0,0.2,0.0005201491144252,47.70990610122681
0.9333,0.9444,119.0,0.2,0.0004085532936331,36.918763637542725
