        test_acc  balanced_acc      nfeat  max_alpha  emissions   duration
count  29.000000     29.000000  29.000000       29.0  29.000000  29.000000
mean    0.839724      0.838986  10.448276        0.5   0.000580  42.466046
std     0.060410      0.069164   1.571764        0.0   0.000138   2.394330
min     0.650000      0.625000   9.000000        0.5   0.000429  38.405288
25%     0.809500      0.798100  10.000000        0.5   0.000450  40.723138
50%     0.850000      0.847200  10.000000        0.5   0.000525  42.289793
75%     0.857100      0.882400  10.000000        0.5   0.000708  44.414949
max     1.000000      1.000000  18.000000        0.5   0.000802  46.427752
GLOBAL EMISSIONS: 0.0004338586071806 ( 1.4461953572686666e-05 each execution)
