        test_acc  balanced_acc       nfeat     max_alpha  emissions   duration
count  44.000000     44.000000   44.000000  4.400000e+01  44.000000  44.000000
mean    0.961166      0.957011  188.090909  4.000000e-01   0.000350  32.265936
std     0.032884      0.037319   23.282710  1.684588e-16   0.000005   0.407389
min     0.875000      0.864300  150.000000  4.000000e-01   0.000342  31.416732
25%     0.958300      0.944400  172.000000  4.000000e-01   0.000347  32.111015
50%     0.958300      0.950000  186.500000  4.000000e-01   0.000350  32.215450
75%     1.000000      1.000000  206.000000  4.000000e-01   0.000354  32.479897
max     1.000000      1.000000  233.000000  4.000000e-01   0.000360  33.159730
GLOBAL EMISSIONS: 0.0003529649451208 ( 7.84366544712889e-06 each execution)
