        test_acc  balanced_acc        nfeat     max_alpha  emissions   duration
count  44.000000     44.000000    44.000000  4.400000e+01  44.000000  44.000000
mean    0.956434      0.950532  1601.113636  1.000000e-01   0.000140  12.929716
std     0.035883      0.039777   158.956073  4.211469e-17   0.000003   0.126721
min     0.875000      0.864300  1232.000000  1.000000e-01   0.000135  12.671037
25%     0.916700      0.910600  1525.000000  1.000000e-01   0.000138  12.874765
50%     0.958300      0.944400  1606.000000  1.000000e-01   0.000140  12.913907
75%     1.000000      1.000000  1680.750000  1.000000e-01   0.000142  12.992697
max     1.000000      1.000000  1930.000000  1.000000e-01   0.000145  13.233984
GLOBAL EMISSIONS: 0.0001390231066258 ( 3.089402369462222e-06 each execution)
