        test_acc  balanced_acc       nfeat  max_alpha  emissions   duration
count  44.000000     44.000000   44.000000       44.0       44.0  44.000000
mean    0.961052      0.961102   99.727273        0.5       -1.0  33.868118
std     0.003681      0.003696    0.450511        0.0        0.0   0.306167
min     0.950700      0.950700   99.000000        0.5       -1.0  33.280237
25%     0.958900      0.958900   99.000000        0.5       -1.0  33.818454
50%     0.961200      0.961300  100.000000        0.5       -1.0  33.887435
75%     0.962800      0.962950  100.000000        0.5       -1.0  33.953603
max     0.968300      0.968400  100.000000        0.5       -1.0  34.485240
GLOBAL EMISSIONS: 1573.0671427249908 ( 34.957047616110906 each execution)
