        test_acc  balanced_acc   nfeat  max_alpha     emissions   duration
count  44.000000     44.000000    44.0       44.0  4.400000e+01  44.000000
mean    0.883323      0.898648  4026.0        0.0  5.177811e-07   0.078324
std     0.096581      0.087200     0.0        0.0  2.076060e-07   0.002851
min     0.600000      0.625000  4026.0        0.0  2.804300e-07   0.070289
25%     0.800000      0.860200  4026.0        0.0  3.212228e-07   0.077446
50%     0.933300      0.937500  4026.0        0.0  4.719245e-07   0.078194
75%     0.933300      0.944400  4026.0        0.0  6.559916e-07   0.079350
max     1.000000      1.000000  4026.0        0.0  1.029629e-06   0.084918
GLOBAL EMISSIONS: 8.211298966983015e-07 ( 1.8247331037740034e-08 each execution)
