        test_acc  balanced_acc       nfeat  max_alpha  emissions   duration
count  44.000000     44.000000   44.000000       44.0  44.000000  44.000000
mean    0.921205      0.930386  163.659091        0.5   0.000431  39.805399
std     0.064729      0.059346   20.795732        0.0   0.000007   0.651414
min     0.733300      0.750000  128.000000        0.5   0.000417  38.894420
25%     0.866700      0.900000  151.000000        0.5   0.000426  39.156116
50%     0.933300      0.944400  161.000000        0.5   0.000432  39.871363
75%     0.949975      0.958300  176.750000        0.5   0.000438  40.416819
max     1.000000      1.000000  224.000000        0.5   0.000445  41.220983
GLOBAL EMISSIONS: 0.0004422541418645 ( 9.827869819211111e-06 each execution)
