        test_acc  balanced_acc       nfeat     max_alpha  emissions   duration
count  44.000000     44.000000   44.000000  4.400000e+01  44.000000  44.000000
mean    0.537570      0.544975  499.977273  4.000000e-01   0.000433  39.880756
std     0.023790      0.025491    0.150756  1.684588e-16   0.000007   0.581145
min     0.487900      0.476200  499.000000  4.000000e-01   0.000416  38.374532
25%     0.521025      0.531325  500.000000  4.000000e-01   0.000428  39.369697
50%     0.538350      0.546300  500.000000  4.000000e-01   0.000432  40.081827
75%     0.551050      0.563425  500.000000  4.000000e-01   0.000437  40.305722
max     0.594700      0.595300  500.000000  4.000000e-01   0.000447  40.936905
GLOBAL EMISSIONS: 0.0004351683216862 ( 9.670407148582222e-06 each execution)
