        test_acc  balanced_acc       nfeat  max_alpha  emissions   duration
count  44.000000     44.000000   44.000000       44.0  44.000000  44.000000
mean    0.534420      0.540334  499.818182        0.5   0.000504  46.425961
std     0.018056      0.020225    0.656726        0.0   0.000007   0.450823
min     0.504000      0.507600  496.000000        0.5   0.000491  45.433546
25%     0.520750      0.523800  500.000000        0.5   0.000500  46.135379
50%     0.533200      0.535900  500.000000        0.5   0.000504  46.394134
75%     0.546025      0.554650  500.000000        0.5   0.000509  46.840485
max     0.577900      0.578400  500.000000        0.5   0.000519  47.319174
GLOBAL EMISSIONS: 0.0005175996183223 ( 1.1502213740495556e-05 each execution)
