        test_acc  balanced_acc  nfeat  max_alpha  emissions   duration
count  44.000000     44.000000   44.0       44.0       44.0  44.000000
mean    0.534264      0.540368  500.0        0.5       -1.0  70.139348
std     0.019425      0.020684    0.0        0.0        0.0   0.892456
min     0.498300      0.498100  500.0        0.5       -1.0  69.205406
25%     0.521300      0.527350  500.0        0.5       -1.0  69.543097
50%     0.530000      0.539500  500.0        0.5       -1.0  69.858809
75%     0.546175      0.552825  500.0        0.5       -1.0  70.493281
max     0.583100      0.584500  500.0        0.5       -1.0  73.301096
GLOBAL EMISSIONS: 3180.2120883464813 ( 70.67137974103292 each execution)
