test_acc,nfeat,max_alpha,emissions
0.6923,341.0,0.15000000000000002,0.0002177861907464
0.6923,340.0,0.15000000000000002,0.0002277768004421
0.6923,368.0,0.15000000000000002,0.0002187971477162
0.6923,346.0,0.15000000000000002,0.0002189575308313
0.6923,328.0,0.15000000000000002,0.0002171316612995
0.6923,345.0,0.15000000000000002,0.0002161985720762
0.6923,325.0,0.15000000000000002,0.0002079973241916
0.6923,380.0,0.15000000000000002,0.000217495626482
0.6923,343.0,0.15000000000000002,0.0002176153564762
0.6923,357.0,0.15000000000000002,0.0002191879600452
0.6923,346.0,0.15000000000000002,0.0002170495607641
0.6923,365.0,0.15000000000000002,0.0002161017257625
0.6923,335.0,0.15000000000000002,0.0002297582629019
0.6923,363.0,0.15000000000000002,0.0002203887740085
0.6923,316.0,0.15000000000000002,0.0002123184810414
0.6923,355.0,0.15000000000000002,0.0002091404374622
0.6923,332.0,0.15000000000000002,0.0002125004753411
0.6923,360.0,0.15000000000000002,0.0002137986102603
0.6923,343.0,0.15000000000000002,0.0002168917232487
0.6923,348.0,0.15000000000000002,0.0002235110608165
