test_acc,nfeat,max_alpha,emissions
0.6923,19.0,0.44999999999999996,0.0003875320696967
0.6923,16.0,0.44999999999999996,0.0003864423250318
0.6923,18.0,0.44999999999999996,0.0003797772261326
0.6923,19.0,0.44999999999999996,0.0003809315422766
0.6923,16.0,0.44999999999999996,0.0003858932033237
0.6923,18.0,0.44999999999999996,0.0003865713315114
0.6923,16.0,0.44999999999999996,0.0003829363279304
0.6923,18.0,0.44999999999999996,0.00038345971706
0.6923,17.0,0.44999999999999996,0.0003875262199227
0.6923,17.0,0.44999999999999996,0.000378820014122
0.6923,19.0,0.44999999999999996,0.0003757433956458
0.6923,18.0,0.44999999999999996,0.0003792009132486
0.6923,18.0,0.44999999999999996,0.0003918002312936
0.6923,15.0,0.44999999999999996,0.0003855603220419
0.6923,16.0,0.44999999999999996,0.0004101418688691
0.6923,15.0,0.44999999999999996,0.0003933642683425
0.6923,18.0,0.44999999999999996,0.0004021805815029
0.6923,17.0,0.44999999999999996,0.0003899034368739
0.6923,18.0,0.44999999999999996,0.0003895454904802
0.6923,17.0,0.44999999999999996,0.0003935447533362
