        test_acc  balanced_acc        nfeat     max_alpha  emissions   duration
count  44.000000      44.00000    44.000000  4.400000e+01       44.0  44.000000
mean    0.826130       0.82233   793.204545  1.000000e-01       -1.0  21.729066
std     0.066271       0.07433   135.690924  4.211469e-17        0.0   0.505697
min     0.700000       0.68690   544.000000  1.000000e-01       -1.0  20.933111
25%     0.761900       0.77265   695.500000  1.000000e-01       -1.0  21.094963
50%     0.809500       0.81820   793.000000  1.000000e-01       -1.0  21.999258
75%     0.857100       0.88920   888.000000  1.000000e-01       -1.0  22.069709
max     1.000000       1.00000  1135.000000  1.000000e-01       -1.0  22.950510
GLOBAL EMISSIONS: 994.3973777294159 ( 22.09771950509813 each execution)
