        test_acc  balanced_acc   nfeat  max_alpha  emissions   duration
count  44.000000     44.000000    44.0       44.0       44.0  44.000000
mean    0.693986      0.712773  2000.0        0.0       -1.0   0.121899
std     0.112970      0.100032     0.0        0.0        0.0   0.001020
min     0.476200      0.549500  2000.0        0.0       -1.0   0.120879
25%     0.619000      0.648225  2000.0        0.0       -1.0   0.121279
50%     0.666700      0.694400  2000.0        0.0       -1.0   0.121421
75%     0.761900      0.788850  2000.0        0.0       -1.0   0.122141
max     0.952400      0.937500  2000.0        0.0       -1.0   0.125248
GLOBAL EMISSIONS: 21.525696992874146 ( 0.4783488220638699 each execution)
