        test_acc  balanced_acc       nfeat  max_alpha  emissions   duration
count  44.000000     44.000000   44.000000       44.0  44.000000  44.000000
mean    0.562957      0.563052   99.500000        0.5   0.000317  29.275204
std     0.013706      0.013733    0.731357        0.0   0.000018   1.624480
min     0.526000      0.526000   97.000000        0.5   0.000277  25.570588
25%     0.554500      0.554500   99.000000        0.5   0.000302  27.935500
50%     0.563200      0.563250  100.000000        0.5   0.000323  29.782219
75%     0.572950      0.573125  100.000000        0.5   0.000331  30.469222
max     0.585900      0.586000  100.000000        0.5   0.000348  31.723935
GLOBAL EMISSIONS: 0.0002972304448139 ( 6.605120995864445e-06 each execution)
