        test_acc  balanced_acc  nfeat  max_alpha  emissions   duration
count  44.000000     44.000000   44.0       44.0  44.000000  44.000000
mean    0.579098      0.579266  500.0        0.0   0.000034   3.154819
std     0.014193      0.014256    0.0        0.0   0.000002   0.190059
min     0.557100      0.557100  500.0        0.0   0.000030   2.902088
25%     0.566825      0.566825  500.0        0.0   0.000032   3.026579
50%     0.576700      0.576700  500.0        0.0   0.000034   3.125233
75%     0.589300      0.589400  500.0        0.0   0.000035   3.218245
max     0.610100      0.610800  500.0        0.0   0.000041   3.784549
GLOBAL EMISSIONS: 3.483247628752385e-05 ( 7.740550286116412e-07 each execution)
