        test_acc  balanced_acc       nfeat     max_alpha  emissions   duration
count  44.000000     44.000000   44.000000  4.400000e+01  44.000000  44.000000
mean    0.564530      0.564632   99.500000  3.000000e-01   0.000322  29.735391
std     0.013404      0.013447    0.731357  5.615292e-17   0.000020   1.772937
min     0.530600      0.530600   97.000000  3.000000e-01   0.000286  26.796607
25%     0.555625      0.555700   99.000000  3.000000e-01   0.000302  27.876916
50%     0.565500      0.565650  100.000000  3.000000e-01   0.000327  30.178954
75%     0.573200      0.573325  100.000000  3.000000e-01   0.000339  31.166548
max     0.589400      0.589500  100.000000  3.000000e-01   0.000356  33.091970
GLOBAL EMISSIONS: 0.0003387218363079 ( 7.5271519179533335e-06 each execution)
