        test_acc  balanced_acc   nfeat  max_alpha  emissions   duration
count  44.000000     44.000000    44.0       44.0       44.0  44.000000
mean    0.702702      0.722391  2000.0        0.0       -1.0   0.121721
std     0.121875      0.102300     0.0        0.0        0.0   0.000586
min     0.428600      0.422700  2000.0        0.0       -1.0   0.120555
25%     0.619000      0.666050  2000.0        0.0       -1.0   0.121355
50%     0.714300      0.730900  2000.0        0.0       -1.0   0.121575
75%     0.771425      0.793775  2000.0        0.0       -1.0   0.122171
max     0.904800      0.892900  2000.0        0.0       -1.0   0.122975
GLOBAL EMISSIONS: 22.40831971168518 ( 0.4979626602596707 each execution)
