        test_acc  balanced_acc   nfeat  max_alpha     emissions   duration
count  29.000000     29.000000    29.0       29.0  2.900000e+01  29.000000
mean    0.710593      0.726469  2000.0        0.0  6.972317e-07   0.092510
std     0.121983      0.098720     0.0        0.0  2.350403e-07   0.003041
min     0.428600      0.527800  2000.0        0.0  3.417570e-07   0.089357
25%     0.619000      0.659100  2000.0        0.0  4.648629e-07   0.089976
50%     0.714300      0.735600  2000.0        0.0  6.456937e-07   0.091200
75%     0.800000      0.804500  2000.0        0.0  8.765745e-07   0.094335
max     0.904800      0.892900  2000.0        0.0  1.087298e-06   0.099846
GLOBAL EMISSIONS: 9.96283695486154e-07 ( 3.3209456516205135e-08 each execution)
