        test_acc  balanced_acc      nfeat  max_alpha  emissions   duration
count  29.000000     29.000000  29.000000       29.0  29.000000  29.000000
mean    0.849907      0.849362  16.551724        0.5   0.000433  39.666528
std     0.060754      0.064620   4.314313        0.0   0.000008   0.651451
min     0.714300      0.709100  10.000000        0.5   0.000421  38.521377
25%     0.809500      0.800000  14.000000        0.5   0.000427  39.248305
50%     0.850000      0.850000  15.000000        0.5   0.000431  39.597526
75%     0.857100      0.888900  21.000000        0.5   0.000436  39.939351
max     1.000000      1.000000  27.000000        0.5   0.000451  41.552016
GLOBAL EMISSIONS: 0.000438341489411 ( 1.4611382980366666e-05 each execution)
