        test_acc  balanced_acc       nfeat  max_alpha  emissions    duration
count  44.000000     44.000000   44.000000       44.0  44.000000   44.000000
mean    0.921932      0.922595   99.454545        0.5   0.001572  117.086317
std     0.016782      0.016749    0.663134        0.0   0.000035    2.597108
min     0.870000      0.870600   97.000000        0.5   0.001493  111.985943
25%     0.910000      0.911300   99.000000        0.5   0.001548  115.272788
50%     0.925000      0.925200  100.000000        0.5   0.001570  117.035304
75%     0.930000      0.931600  100.000000        0.5   0.001594  118.593331
max     0.950000      0.950700  100.000000        0.5   0.001638  121.884711
GLOBAL EMISSIONS: 0.0016372679153033 ( 3.6383731451184446e-05 each execution)
