        test_acc  balanced_acc       nfeat     max_alpha  emissions    duration
count  44.000000     44.000000   44.000000  4.400000e+01  44.000000   44.000000
mean    0.920795      0.921416   99.727273  3.000000e-01   0.001564  116.531558
std     0.016173      0.016126    0.450511  5.615292e-17   0.000039    2.951180
min     0.875000      0.875300   99.000000  3.000000e-01   0.001498  111.906836
25%     0.910000      0.910000   99.000000  3.000000e-01   0.001544  115.200053
50%     0.922500      0.922600  100.000000  3.000000e-01   0.001555  115.274112
75%     0.931250      0.932450  100.000000  3.000000e-01   0.001590  118.554947
max     0.945000      0.946100  100.000000  3.000000e-01   0.001637  121.842107
GLOBAL EMISSIONS: 0.0015865566888569 ( 3.525681530793111e-05 each execution)
