        test_acc  balanced_acc        nfeat     max_alpha  emissions   duration
count  29.000000     29.000000    29.000000  2.900000e+01  29.000000  29.000000
mean    0.993124      0.992510  1447.482759  2.000000e-01   0.000303  22.534879
std     0.010411      0.018088   145.301318  5.649373e-17   0.000094   1.694333
min     0.966700      0.916700  1174.000000  2.000000e-01   0.000224  20.198030
25%     0.983300      0.990200  1333.000000  2.000000e-01   0.000234  21.032442
50%     1.000000      1.000000  1455.000000  2.000000e-01   0.000252  21.937292
75%     1.000000      1.000000  1561.000000  2.000000e-01   0.000419  23.692091
max     1.000000      1.000000  1746.000000  2.000000e-01   0.000480  26.424834
GLOBAL EMISSIONS: 0.0004639549072241 ( 1.5465163574136666e-05 each execution)
