        test_acc  balanced_acc    nfeat  max_alpha     emissions   duration
count  29.000000     29.000000     29.0       29.0  2.900000e+01  29.000000
mean    0.982234      0.957255  12533.0        0.0  2.116966e-06   0.219555
std     0.020338      0.045527      0.0        0.0  2.100978e-07   0.007835
min     0.933300      0.857100  12533.0        0.0  1.755594e-06   0.212498
25%     0.966700      0.916700  12533.0        0.0  1.967920e-06   0.215448
50%     0.983600      0.958300  12533.0        0.0  2.094100e-06   0.217848
75%     1.000000      1.000000  12533.0        0.0  2.249237e-06   0.219694
max     1.000000      1.000000  12533.0        0.0  2.633901e-06   0.245987
GLOBAL EMISSIONS: 2.0965543957343837e-06 ( 6.988514652447946e-08 each execution)
