        test_acc  balanced_acc        nfeat     max_alpha  emissions   duration
count  29.000000     29.000000    29.000000  2.900000e+01  29.000000  29.000000
mean    0.989707      0.982352  3973.172414  1.000000e-01   0.000161  14.346791
std     0.014259      0.029615   460.487945  2.824686e-17   0.000014   0.831244
min     0.950800      0.906500  2775.000000  1.000000e-01   0.000145  13.109904
25%     0.983300      0.990200  3777.000000  1.000000e-01   0.000150  13.782895
50%     1.000000      1.000000  4047.000000  1.000000e-01   0.000160  14.281804
75%     1.000000      1.000000  4320.000000  1.000000e-01   0.000167  14.913478
max     1.000000      1.000000  4890.000000  1.000000e-01   0.000207  16.521183
GLOBAL EMISSIONS: 0.0001464082731562 ( 4.880275771873333e-06 each execution)
