        test_acc  balanced_acc        nfeat     max_alpha  emissions   duration
count  29.000000     29.000000    29.000000  2.900000e+01  29.000000  29.000000
mean    0.930172      0.930869   885.310345  1.000000e-01   0.000229  16.184402
std     0.012920      0.012860    94.490401  2.824686e-17   0.000091   0.928950
min     0.900000      0.900200   707.000000  1.000000e-01   0.000164  14.930357
25%     0.925000      0.925000   804.000000  1.000000e-01   0.000170  15.490628
50%     0.935000      0.935000   872.000000  1.000000e-01   0.000176  15.892689
75%     0.935000      0.936100   930.000000  1.000000e-01   0.000360  16.979228
max     0.955000      0.955400  1090.000000  1.000000e-01   0.000386  18.211628
GLOBAL EMISSIONS: 0.0001673837613987 ( 5.5794587132900005e-06 each execution)
