        test_acc  balanced_acc       nfeat  max_alpha  emissions   duration
count  44.000000     44.000000   44.000000       44.0  44.000000  44.000000
mean    0.966845      0.963739   99.590909        0.5   0.000392  36.117976
std     0.029224      0.033672    0.658334        0.0   0.000010   0.862829
min     0.916700      0.900000   98.000000        0.5   0.000369  34.314553
25%     0.958300      0.944400   99.000000        0.5   0.000383  35.546213
50%     0.958300      0.968800  100.000000        0.5   0.000391  36.117940
75%     1.000000      1.000000  100.000000        0.5   0.000400  36.773508
max     1.000000      1.000000  100.000000        0.5   0.000416  37.945230
GLOBAL EMISSIONS: 0.0003744307693896 ( 8.320683764213333e-06 each execution)
