        test_acc  balanced_acc       nfeat     max_alpha  emissions   duration
count  29.000000     29.000000   29.000000  2.900000e+01  29.000000  29.000000
mean    0.854755      0.849686   68.551724  4.000000e-01   0.000406  35.369299
std     0.052910      0.056637   21.034981  1.129875e-16   0.000066   2.554490
min     0.761900      0.735600   35.000000  4.000000e-01   0.000347  31.793624
25%     0.809500      0.798100   57.000000  4.000000e-01   0.000367  33.635263
50%     0.857100      0.847200   62.000000  4.000000e-01   0.000377  34.686738
75%     0.900000      0.890100   80.000000  4.000000e-01   0.000417  37.502461
max     1.000000      1.000000  125.000000  4.000000e-01   0.000582  41.416495
GLOBAL EMISSIONS: 0.0003854407009487 ( 1.2848023364956665e-05 each execution)
