        test_acc  balanced_acc       nfeat  max_alpha  emissions   duration
count  44.000000     44.000000   44.000000       44.0       44.0  44.000000
mean    0.534893      0.540707  499.772727        0.5       -1.0  68.715390
std     0.018969      0.023251    0.742830        0.0        0.0   0.996703
min     0.486700      0.464500  496.000000        0.5       -1.0  67.149960
25%     0.522750      0.525875  500.000000        0.5       -1.0  68.091910
50%     0.534300      0.540800  500.000000        0.5       -1.0  68.646437
75%     0.549750      0.556575  500.000000        0.5       -1.0  69.032414
max     0.570900      0.592000  500.000000        0.5       -1.0  71.818941
GLOBAL EMISSIONS: 3112.2266108989716 ( 69.16059135331048 each execution)
