        test_acc  balanced_acc       nfeat     max_alpha  emissions   duration
count  29.000000     29.000000   29.000000  2.900000e+01  29.000000  29.000000
mean    0.914938      0.927986  484.034483  4.000000e-01   0.000379  34.118417
std     0.068761      0.058739   51.784914  1.129875e-16   0.000006   0.492604
min     0.733300      0.750000  405.000000  4.000000e-01   0.000370  33.364504
25%     0.866700      0.900000  449.000000  4.000000e-01   0.000374  33.653979
50%     0.933300      0.937500  469.000000  4.000000e-01   0.000379  33.996242
75%     0.933300      0.944400  528.000000  4.000000e-01   0.000384  34.415684
max     1.000000      1.000000  619.000000  4.000000e-01   0.000390  35.128898
GLOBAL EMISSIONS: 0.00038732662825 ( 1.2910887608333333e-05 each execution)
