        test_acc  balanced_acc       nfeat  max_alpha  emissions   duration
count  29.000000     29.000000   29.000000       29.0  29.000000  29.000000
mean    0.908041      0.916445  160.965517        0.5   0.000458  41.223681
std     0.057483      0.056044   21.698392        0.0   0.000017   1.614448
min     0.800000      0.803600  124.000000        0.5   0.000440  39.411867
25%     0.866700      0.866100  149.000000        0.5   0.000450  40.347319
50%     0.933300      0.937500  156.000000        0.5   0.000452  40.801711
75%     0.933300      0.944400  172.000000        0.5   0.000464  41.705393
max     1.000000      1.000000  231.000000        0.5   0.000526  47.886853
GLOBAL EMISSIONS: 0.0004497106466983 ( 1.4990354889943332e-05 each execution)
