test_acc,balanced_acc,nfeat,max_alpha,emissions,duration
0.9576,0.9576,99.0,0.2,0.0002596327283988,24.33467745780945
0.9597,0.9597,100.0,0.2,0.0002574262233819,23.62003755569458
0.9666,0.9668,99.0,0.2,0.0002531272774371,23.58362507820129
0.9571,0.9572,100.0,0.2,0.0002546951558834,23.590742588043213
0.9709,0.9709,99.0,0.2,0.0002543057985711,23.580101251602173
0.9653,0.9653,99.0,0.2,0.0002545082906487,23.563767671585083
0.9511,0.9512,99.0,0.2,0.0002574305128431,23.517811059951782
0.9627,0.9627,99.0,0.2,0.000254942606548,23.512392044067383
0.9636,0.9636,100.0,0.2,0.0002588171392748,23.553559064865112
0.9589,0.9589,100.0,0.2,0.0002591506913606,23.60244035720825
0.9589,0.9589,100.0,0.2,0.0002559327797026,23.483769178390503
0.9602,0.9603,100.0,0.2,0.0002529156024229,23.54025173187256
0.961,0.961,100.0,0.2,0.0002537556211307,23.55974793434143
0.9589,0.9589,99.0,0.2,0.0002590283641171,23.60431718826294
0.964,0.964,100.0,0.2,0.00025513107861,23.525437355041504
0.9567,0.957,100.0,0.2,0.0002642644795986,23.59580016136169
0.961,0.9611,99.0,0.2,0.0002581603338712,23.56431269645691
0.9632,0.9632,100.0,0.2,0.0002586044991866,23.53667712211609
0.9623,0.9623,99.0,0.2,0.0002595069792958,23.49399161338806
0.9631,0.9632,100.0,0.2,0.0002538742380487,23.15512251853943
0.9614,0.9614,100.0,0.2,0.0002507994087252,23.118558406829838
0.9563,0.9564,100.0,0.2,0.0002494455772994,23.121395349502563
0.9661,0.9662,100.0,0.2,0.0002597601318254,23.89567708969116
0.9636,0.9636,100.0,0.2,0.0002556726073589,23.48033571243286
0.9589,0.9589,99.0,0.2,0.0002603640221545,23.42926263809204
0.9623,0.9623,100.0,0.2,0.000253953756509,23.22667002677917
0.958,0.9581,99.0,0.2,0.0002561361294083,23.510809183120728
0.9644,0.9644,100.0,0.2,0.0002551007029709,23.404688596725464
0.9606,0.9606,100.0,0.2,0.0002577819501284,23.481500148773197
0.961,0.961,100.0,0.2,0.0002542373136124,23.51678276062012
0.9593,0.9593,99.0,0.2,0.0002527477226701,23.485458612442017
0.9704,0.9705,100.0,0.2,0.0002545793151373,23.494933128356934
0.9662,0.9665,100.0,0.2,0.0002556206128593,23.36568832397461
0.9571,0.9572,99.0,0.2,0.0002606981370869,23.446078538894653
0.9567,0.9567,100.0,0.2,0.0002569367678474,23.50342869758606
0.961,0.9611,100.0,0.2,0.0002567215851929,23.47192621231079
0.9614,0.9617,100.0,0.2,0.0002575094975909,23.40859031677246
0.9601,0.9601,100.0,0.2,0.0002551410099618,23.26705527305603
0.9576,0.9576,100.0,0.2,0.0002624921655443,23.508665800094604
0.9571,0.9571,100.0,0.2,0.0002588809779948,23.43459677696228
0.9636,0.9637,100.0,0.2,0.0002554958806469,23.252471923828125
0.9636,0.9636,100.0,0.2,0.0002566707458154,23.256176471710205
0.9571,0.9572,100.0,0.2,0.0002577385502697,23.345479488372803
0.964,0.9641,100.0,0.2,0.0002542753817851,23.35891914367676
