        test_acc  balanced_acc      nfeat     max_alpha  emissions   duration
count  44.000000     44.000000   44.00000  4.400000e+01  44.000000  44.000000
mean    0.963055      0.958475  186.25000  4.000000e-01   0.000350  32.347354
std     0.030090      0.034503   23.20197  1.684588e-16   0.000006   0.562257
min     0.875000      0.864300  145.00000  4.000000e-01   0.000337  30.906666
25%     0.958300      0.944400  170.75000  4.000000e-01   0.000347  32.220264
50%     0.958300      0.950000  187.00000  4.000000e-01   0.000350  32.263023
75%     1.000000      1.000000  206.25000  4.000000e-01   0.000352  32.451455
max     1.000000      1.000000  229.00000  4.000000e-01   0.000368  33.467088
GLOBAL EMISSIONS: 0.0003365475786341 ( 7.478835080757777e-06 each execution)
