        test_acc  balanced_acc   nfeat  max_alpha     emissions   duration
count  44.000000     44.000000    44.0       44.0  4.400000e+01  44.000000
mean    0.934657      0.927461  3571.0        0.0  8.190439e-07   0.106942
std     0.052696      0.052650     0.0        0.0  2.305445e-07   0.002295
min     0.750000      0.762200  3571.0        0.0  4.241445e-07   0.102060
25%     0.916700      0.900000  3571.0        0.0  6.140895e-07   0.106248
50%     0.958300      0.944400  3571.0        0.0  8.440582e-07   0.107039
75%     0.958300      0.950000  3571.0        0.0  1.018358e-06   0.108561
max     1.000000      1.000000  3571.0        0.0  1.172717e-06   0.111097
GLOBAL EMISSIONS: 5.906723267645713e-07 ( 1.3126051705879363e-08 each execution)
