        test_acc  balanced_acc        nfeat  max_alpha  emissions   duration
count  44.000000     44.000000    44.000000       44.0  44.000000  44.000000
mean    0.966898      0.967002  4932.590909        0.0   0.000084   7.757483
std     0.003341      0.003301     8.110625        0.0   0.000003   0.138622
min     0.960600      0.960700  4913.000000        0.0   0.000079   7.270201
25%     0.964000      0.964000  4928.000000        0.0   0.000082   7.697657
50%     0.967450      0.967450  4934.000000        0.0   0.000085   7.749735
75%     0.969700      0.969700  4938.250000        0.0   0.000087   7.860865
max     0.973400      0.973600  4946.000000        0.0   0.000091   7.973820
GLOBAL EMISSIONS: 8.742211778919942e-05 ( 1.942713728648876e-06 each execution)
