        test_acc  balanced_acc       nfeat  max_alpha  emissions   duration
count  44.000000     44.000000   44.000000       44.0  44.000000  44.000000
mean    0.960498      0.960557   99.772727        0.5   0.000251  23.086264
std     0.004099      0.004101    0.475621        0.0   0.000005   0.429896
min     0.949400      0.949500   98.000000        0.5   0.000237  21.904261
25%     0.957800      0.957850  100.000000        0.5   0.000249  23.032291
50%     0.961000      0.961000  100.000000        0.5   0.000252  23.126907
75%     0.963400      0.963500  100.000000        0.5   0.000255  23.345445
max     0.969100      0.969200  100.000000        0.5   0.000261  23.669150
GLOBAL EMISSIONS: 0.0002539293568728 ( 5.642874597173333e-06 each execution)
