        test_acc  balanced_acc       nfeat     max_alpha  emissions   duration
count  44.000000     44.000000   44.000000  4.400000e+01  44.000000  44.000000
mean    0.960982      0.961041   99.704545  3.000000e-01   0.000253  23.146672
std     0.003980      0.003976    0.593748  5.615292e-17   0.000005   0.313146
min     0.948200      0.948300   98.000000  3.000000e-01   0.000246  22.607882
25%     0.958400      0.958500  100.000000  3.000000e-01   0.000249  22.995631
50%     0.962300      0.962300  100.000000  3.000000e-01   0.000252  23.072496
75%     0.963600      0.963600  100.000000  3.000000e-01   0.000255  23.262641
max     0.967900      0.967900  100.000000  3.000000e-01   0.000264  23.952269
GLOBAL EMISSIONS: 0.0002513655933606 ( 5.58590207468e-06 each execution)
