        test_acc  balanced_acc       nfeat     max_alpha  emissions   duration
count  44.000000     44.000000   44.000000  4.400000e+01       44.0  44.000000
mean    0.930293      0.938525  486.772727  4.000000e-01       -1.0  50.662753
std     0.065812      0.058437   47.525691  1.684588e-16        0.0   0.250765
min     0.733300      0.750000  413.000000  4.000000e-01       -1.0  50.246504
25%     0.916650      0.928125  450.000000  4.000000e-01       -1.0  50.488078
50%     0.933300      0.944400  482.500000  4.000000e-01       -1.0  50.650234
75%     1.000000      1.000000  515.500000  4.000000e-01       -1.0  50.825358
max     1.000000      1.000000  610.000000  4.000000e-01       -1.0  51.165866
GLOBAL EMISSIONS: 2299.308078765869 ( 51.09573508368598 each execution)
