        test_acc  balanced_acc        nfeat     max_alpha  emissions   duration
count  44.000000     44.000000    44.000000  4.400000e+01       44.0  44.000000
mean    0.930293      0.938666   943.363636  3.000000e-01       -1.0  40.660786
std     0.071821      0.064477    79.951465  5.615292e-17        0.0   0.257127
min     0.733300      0.750000   744.000000  3.000000e-01       -1.0  40.160888
25%     0.916650      0.928125   898.500000  3.000000e-01       -1.0  40.469624
50%     0.933300      0.944400   942.500000  3.000000e-01       -1.0  40.729614
75%     1.000000      1.000000   985.250000  3.000000e-01       -1.0  40.844657
max     1.000000      1.000000  1132.000000  3.000000e-01       -1.0  41.119293
GLOBAL EMISSIONS: 1846.8150403499603 ( 41.04033422999912 each execution)
