        test_acc  balanced_acc   nfeat  max_alpha  emissions   duration
count  44.000000     44.000000    44.0       44.0       44.0  44.000000
mean    0.898482      0.911098  4026.0        0.0       -1.0   0.088315
std     0.063459      0.058155     0.0        0.0        0.0   0.000796
min     0.800000      0.803600  4026.0        0.0       -1.0   0.086841
25%     0.866700      0.888900  4026.0        0.0       -1.0   0.087839
50%     0.933300      0.937500  4026.0        0.0       -1.0   0.088296
75%     0.933300      0.944400  4026.0        0.0       -1.0   0.088742
max     1.000000      1.000000  4026.0        0.0       -1.0   0.090854
GLOBAL EMISSIONS: 17.998164892196655 ( 0.3999592198265923 each execution)
