        test_acc  balanced_acc       nfeat     max_alpha  emissions   duration
count  44.000000     44.000000   44.000000  4.400000e+01  44.000000  44.000000
mean    0.964002      0.959316  149.840909  3.000000e-01   0.000354  29.072632
std     0.030590      0.034469   21.404133  5.615292e-17   0.000009   0.727844
min     0.875000      0.869700  100.000000  3.000000e-01   0.000341  28.065239
25%     0.958300      0.944400  135.750000  3.000000e-01   0.000349  28.543846
50%     0.958300      0.950000  149.500000  3.000000e-01   0.000353  28.886475
75%     1.000000      1.000000  164.250000  3.000000e-01   0.000359  29.446375
max     1.000000      1.000000  203.000000  3.000000e-01   0.000374  30.930067
GLOBAL EMISSIONS: 0.0003521542047162 ( 7.825648993693334e-06 each execution)
