        test_acc  balanced_acc       nfeat     max_alpha  emissions   duration
count  44.000000     44.000000   44.000000  4.400000e+01  44.000000  44.000000
mean    0.950745      0.942966  725.909091  1.000000e-01   0.000174  14.474753
std     0.035108      0.038005   79.943241  4.211469e-17   0.000004   0.395865
min     0.875000      0.864300  552.000000  1.000000e-01   0.000165  13.653284
25%     0.916700      0.908375  673.750000  1.000000e-01   0.000171  14.297342
50%     0.958300      0.944400  724.500000  1.000000e-01   0.000174  14.459290
75%     0.958300      0.954700  790.500000  1.000000e-01   0.000176  14.617919
max     1.000000      1.000000  867.000000  1.000000e-01   0.000186  15.536255
GLOBAL EMISSIONS: 0.0001738310114116 ( 3.862911364702222e-06 each execution)
