       test_acc  balanced_acc   nfeat  max_alpha     emissions   duration
count  44.00000     44.000000    44.0       44.0  4.400000e+01  44.000000
mean    0.93465      0.926914  3571.0        0.0  8.755030e-07   0.112006
std     0.05568      0.052829     0.0        0.0  2.241287e-07   0.009285
min     0.70830      0.735700  3571.0        0.0  4.761894e-07   0.104785
25%     0.91670      0.900000  3571.0        0.0  7.085879e-07   0.106498
50%     0.95830      0.944400  3571.0        0.0  9.181231e-07   0.107795
75%     0.95830      0.945800  3571.0        0.0  1.036219e-06   0.113613
max     1.00000      1.000000  3571.0        0.0  1.237087e-06   0.148110
GLOBAL EMISSIONS: 4.761893908294809e-07 ( 1.0581986462877352e-08 each execution)
