        test_acc  balanced_acc       nfeat     max_alpha  emissions   duration
count  44.000000     44.000000   44.000000  4.400000e+01  44.000000  44.000000
mean    0.840575      0.834791  100.522727  4.000000e-01   0.000324  29.823980
std     0.059918      0.066716    3.209641  1.684588e-16   0.000021   1.931405
min     0.714300      0.694400   99.000000  4.000000e-01   0.000265  24.455793
25%     0.809500      0.790750  100.000000  4.000000e-01   0.000313  28.870732
50%     0.850000      0.845200  100.000000  4.000000e-01   0.000324  29.759414
75%     0.857100      0.889200  100.000000  4.000000e-01   0.000339  31.313904
max     1.000000      1.000000  119.000000  4.000000e-01   0.000359  33.233705
GLOBAL EMISSIONS: 0.0003325547225931 ( 7.390104946513333e-06 each execution)
