        test_acc  balanced_acc       nfeat  max_alpha  emissions   duration
count  44.000000     44.000000   44.000000       44.0       44.0  44.000000
mean    0.531561      0.538698  499.818182        0.5       -1.0  68.846388
std     0.017969      0.020481    0.691232        0.0        0.0   0.695283
min     0.466500      0.464200  496.000000        0.5       -1.0  67.965690
25%     0.522200      0.526300  500.000000        0.5       -1.0  68.261309
50%     0.530000      0.539450  500.000000        0.5       -1.0  68.764224
75%     0.545875      0.551050  500.000000        0.5       -1.0  69.217256
max     0.561200      0.590000  500.000000        0.5       -1.0  71.097991
GLOBAL EMISSIONS: 3114.545848608017 ( 69.21212996906705 each execution)
