        test_acc  balanced_acc        nfeat     max_alpha  emissions   duration
count  44.000000     44.000000    44.000000  4.400000e+01  44.000000  44.000000
mean    0.990950      0.984018  4062.727273  1.000000e-01   0.000146  13.408233
std     0.012623      0.024792   383.341512  4.211469e-17   0.000003   0.107337
min     0.966700      0.916700  3278.000000  1.000000e-01   0.000141  12.951270
25%     0.983300      0.958300  3814.250000  1.000000e-01   0.000143  13.363917
50%     1.000000      1.000000  3999.000000  1.000000e-01   0.000146  13.421060
75%     1.000000      1.000000  4297.750000  1.000000e-01   0.000148  13.479822
max     1.000000      1.000000  4915.000000  1.000000e-01   0.000153  13.541165
GLOBAL EMISSIONS: 0.0001439301875019 ( 3.1984486111533333e-06 each execution)
