        test_acc  balanced_acc        nfeat     max_alpha  emissions   duration
count  29.000000     29.000000    29.000000  2.900000e+01  29.000000  29.000000
mean    0.838169      0.834566  1096.275862  1.000000e-01   0.000198  14.699356
std     0.068472      0.072777   213.461421  2.824686e-17   0.000028   0.640280
min     0.714300      0.694400   658.000000  1.000000e-01   0.000148  13.383264
25%     0.809500      0.791700   982.000000  1.000000e-01   0.000182  14.313570
50%     0.850000      0.833300  1029.000000  1.000000e-01   0.000208  14.679780
75%     0.857100      0.888900  1279.000000  1.000000e-01   0.000217  15.089721
max     1.000000      1.000000  1464.000000  1.000000e-01   0.000238  16.371511
GLOBAL EMISSIONS: 0.0002044219251689 ( 6.814064172296666e-06 each execution)
