        test_acc  balanced_acc   nfeat  max_alpha     emissions   duration
count  29.000000     29.000000    29.0       29.0  2.900000e+01  29.000000
mean    0.721176      0.732376  2000.0        0.0  1.115020e-06   0.100206
std     0.128849      0.117132     0.0        0.0  2.901811e-07   0.008950
min     0.450000      0.458300  2000.0        0.0  3.458854e-07   0.088437
25%     0.650000      0.659300  2000.0        0.0  9.520044e-07   0.092760
50%     0.714300      0.736100  2000.0        0.0  1.167654e-06   0.099624
75%     0.809500      0.833300  2000.0        0.0  1.244241e-06   0.104681
max     1.000000      1.000000  2000.0        0.0  2.085262e-06   0.126812
GLOBAL EMISSIONS: 1.0573394032007463e-06 ( 3.524464677335821e-08 each execution)
