        test_acc  balanced_acc      nfeat  max_alpha  emissions   duration
count  29.000000     29.000000  29.000000       29.0  29.000000  29.000000
mean    0.848183      0.847772  16.793103        0.5   0.000475  42.845284
std     0.061456      0.065283   4.270993        0.0   0.000038   2.389024
min     0.714300      0.709100  10.000000        0.5   0.000429  39.074583
25%     0.809500      0.800000  14.000000        0.5   0.000445  40.719341
50%     0.850000      0.845200  15.000000        0.5   0.000471  42.940714
75%     0.857100      0.888900  20.000000        0.5   0.000491  44.803537
max     1.000000      1.000000  27.000000        0.5   0.000584  47.104736
GLOBAL EMISSIONS: 0.0004971252414608 ( 1.6570841382026665e-05 each execution)
