test_acc,nfeat,max_alpha,emissions
0.6923,17.0,0.44999999999999996,0.0004302625601433
0.6923,18.0,0.44999999999999996,0.0004218664247205
0.6923,18.0,0.44999999999999996,0.0004215759492476
0.6923,15.0,0.44999999999999996,0.0004407543406213
0.6923,17.0,0.44999999999999996,0.0004173014430886
0.6923,18.0,0.44999999999999996,0.0004142697496336
0.6923,17.0,0.44999999999999996,0.0004124834229394
0.6923,17.0,0.44999999999999996,0.0004202762188401
0.6923,17.0,0.44999999999999996,0.0004119939054155
0.6923,17.0,0.44999999999999996,0.0004068704866663
0.6923,17.0,0.44999999999999996,0.0004095665045666
0.6923,18.0,0.44999999999999996,0.0004367135289897
0.6923,16.0,0.44999999999999996,0.0004173312337283
0.6923,18.0,0.44999999999999996,0.0004215288499817
0.6923,16.0,0.44999999999999996,0.00042756914135
0.6923,17.0,0.44999999999999996,0.0004217349357804
0.6923,16.0,0.44999999999999996,0.0004261580836669
0.6923,16.0,0.44999999999999996,0.0004233017379558
0.6923,19.0,0.44999999999999996,0.0004394512504694
0.6923,18.0,0.44999999999999996,0.0004241133950894
