test_acc,nfeat,max_alpha,emissions
0.6923,346.0,0.15000000000000002,0.0002013127114705
0.6923,341.0,0.15000000000000002,0.0001940022984295
0.6923,372.0,0.15000000000000002,0.0001995467306161
0.6923,330.0,0.15000000000000002,0.0001820297979777
0.6923,335.0,0.15000000000000002,0.0001905054321685
0.6923,312.0,0.15000000000000002,0.0001970619942476
0.6923,337.0,0.15000000000000002,0.0001937585927892
0.6923,321.0,0.15000000000000002,0.000187079468054
0.6923,356.0,0.15000000000000002,0.0001889042914549
0.6923,348.0,0.15000000000000002,0.0001891396944146
0.6923,358.0,0.15000000000000002,0.0001949798719723
0.6923,355.0,0.15000000000000002,0.0001874604034888
0.6923,308.0,0.15000000000000002,0.0001861350969649
0.6923,324.0,0.15000000000000002,0.000196643586071
0.6923,319.0,0.15000000000000002,0.0002088269435793
0.6923,334.0,0.15000000000000002,0.0002063546653247
0.6923,362.0,0.15000000000000002,0.0001920805677005
0.6923,405.0,0.15000000000000002,0.0002359724143382
0.6923,321.0,0.15000000000000002,0.0001983698420832
0.6923,350.0,0.15000000000000002,0.0002006927381141
