        test_acc  balanced_acc       nfeat  max_alpha  emissions   duration
count  44.000000     44.000000   44.000000       44.0  44.000000  44.000000
mean    0.915148      0.925120   99.863636        0.5   0.000523  41.856828
std     0.059899      0.053679    0.408680        0.0   0.000017   1.370600
min     0.800000      0.803600   98.000000        0.5   0.000487  39.014358
25%     0.866700      0.883200  100.000000        0.5   0.000511  40.841243
50%     0.933300      0.937500  100.000000        0.5   0.000522  41.768397
75%     0.933300      0.944400  100.000000        0.5   0.000537  42.918279
max     1.000000      1.000000  100.000000        0.5   0.000559  44.792037
GLOBAL EMISSIONS: 0.0005198528765259 ( 1.155228614502e-05 each execution)
