        test_acc  balanced_acc   nfeat  max_alpha     emissions   duration
count  44.000000     44.000000    44.0       44.0  4.400000e+01  44.000000
mean    0.895450      0.904795  4026.0        0.0  6.312167e-07   0.084246
std     0.084319      0.081067     0.0        0.0  2.249149e-07   0.004225
min     0.666700      0.669600  4026.0        0.0  3.140022e-07   0.081719
25%     0.866700      0.866100  4026.0        0.0  4.188251e-07   0.082233
50%     0.933300      0.937500  4026.0        0.0  6.820974e-07   0.083330
75%     0.933300      0.944400  4026.0        0.0  8.112910e-07   0.083929
max     1.000000      1.000000  4026.0        0.0  9.990137e-07   0.107804
GLOBAL EMISSIONS: 7.854765130335658e-07 ( 1.745503362296813e-08 each execution)
