        test_acc  balanced_acc       nfeat  max_alpha  emissions   duration
count  44.000000     44.000000   44.000000       44.0  44.000000  44.000000
mean    0.922386      0.923066   99.568182        0.5   0.000671  46.119769
std     0.016157      0.016095    0.661138        0.0   0.000015   1.111485
min     0.875000      0.875300   98.000000        0.5   0.000643  44.200003
25%     0.910000      0.911175   99.000000        0.5   0.000662  45.527718
50%     0.925000      0.925000  100.000000        0.5   0.000672  46.180776
75%     0.930000      0.931600  100.000000        0.5   0.000682  46.854452
max     0.950000      0.950700  100.000000        0.5   0.000704  48.154376
GLOBAL EMISSIONS: 0.0006736959997287 ( 1.4971022216193333e-05 each execution)
