        test_acc  balanced_acc       nfeat     max_alpha  emissions   duration
count  44.000000     44.000000   44.000000  4.400000e+01  44.000000  44.000000
mean    0.926250      0.926895  176.386364  2.000000e-01   0.000587  40.354491
std     0.016358      0.016345   15.129235  8.422938e-17   0.000003   0.014981
min     0.880000      0.880600  150.000000  2.000000e-01   0.000580  40.311921
25%     0.915000      0.915750  164.750000  2.000000e-01   0.000585  40.348208
50%     0.930000      0.930100  177.000000  2.000000e-01   0.000587  40.354264
75%     0.940000      0.940325  187.500000  2.000000e-01   0.000590  40.362801
max     0.955000      0.955400  203.000000  2.000000e-01   0.000593  40.392298
GLOBAL EMISSIONS: 0.0005829031181056 ( 1.2953402624568889e-05 each execution)
