        test_acc  balanced_acc    nfeat  max_alpha     emissions   duration
count  44.000000     44.000000     44.0       44.0  4.400000e+01  44.000000
mean    0.894318      0.905443  20000.0        0.0  1.831727e-05   1.333932
std     0.035184      0.020492      0.0        0.0  6.973386e-07   0.004546
min     0.710000      0.816500  20000.0        0.0  1.701050e-05   1.326119
25%     0.885000      0.895000  20000.0        0.0  1.784811e-05   1.330311
50%     0.902500      0.909900  20000.0        0.0  1.819827e-05   1.332990
75%     0.910000      0.918200  20000.0        0.0  1.885340e-05   1.337268
max     0.930000      0.932800  20000.0        0.0  1.979605e-05   1.346535
GLOBAL EMISSIONS: 1.828957997471282e-05 ( 4.064351105491738e-07 each execution)
