        test_acc  balanced_acc        nfeat     max_alpha  emissions   duration
count  44.000000     44.000000    44.000000  4.400000e+01  44.000000  44.000000
mean    0.931023      0.931793   888.204545  1.000000e-01   0.000399  27.322164
std     0.012556      0.012428    90.125901  4.211469e-17   0.000004   0.036580
min     0.900000      0.901400   719.000000  1.000000e-01   0.000390  27.164235
25%     0.925000      0.925825   814.000000  1.000000e-01   0.000396  27.323603
50%     0.935000      0.935000   872.500000  1.000000e-01   0.000399  27.327534
75%     0.940000      0.940050   960.000000  1.000000e-01   0.000401  27.337069
max     0.960000      0.960000  1059.000000  1.000000e-01   0.000407  27.354338
GLOBAL EMISSIONS: 0.0004039934132237 ( 8.97763140497111e-06 each execution)
