test_acc,balanced_acc,nfeat,max_alpha,emissions,duration
1.0,1.0,1278.0,0.2,0.000222156183654,20.053751230239868
1.0,1.0,1178.0,0.2,0.0002195151039369,20.00888419151306
1.0,1.0,1704.0,0.2,0.0002179664577671,20.10866618156433
0.9833,0.9902,1501.0,0.2,0.0002189041659972,20.128238439559937
1.0,1.0,1362.0,0.2,0.0002178143697589,20.069417476654053
1.0,1.0,1315.0,0.2,0.0002186997047537,19.822729110717773
0.9667,0.9167,1580.0,0.2,0.0002097661566098,19.601675271987915
0.9833,0.9902,1416.0,0.2,0.0002103242872297,19.534120559692383
0.9836,0.9902,1588.0,0.2,0.0002158926719471,19.65855026245117
1.0,1.0,1356.0,0.2,0.000217999637955,19.800593852996823
1.0,1.0,1393.0,0.2,0.000220170306535,20.000691652297974
0.9836,0.9583,1577.0,0.2,0.0002216161699383,19.757553100585938
1.0,1.0,1366.0,0.2,0.0002150460134169,19.596249103546143
0.9833,0.9902,1561.0,0.2,0.0002138700675123,19.919926166534424
0.9672,0.9445,1744.0,0.2,0.0002169033655984,19.79708766937256
1.0,1.0,1346.0,0.2,0.0002144352246388,19.665313005447388
0.9833,0.9545,1093.0,0.2,0.0002192925031085,19.569790601730347
1.0,1.0,1468.0,0.2,0.0002128519656445,19.70655298233032
1.0,1.0,1403.0,0.2,0.000214159233186,19.59848713874817
0.9833,0.9902,1440.0,0.2,0.0002157807702436,19.61691117286682
1.0,1.0,1354.0,0.2,0.0002139918406927,19.46062684059143
1.0,1.0,1234.0,0.2,0.0002188902512694,19.56678342819214
0.9833,0.9902,1353.0,0.2,0.0002168234274424,19.835147380828857
1.0,1.0,1462.0,0.2,0.0002167715767739,19.932859897613525
0.9833,0.9902,1432.0,0.2,0.0002147620078144,19.92906904220581
1.0,1.0,1536.0,0.2,0.0002117113632039,19.757413625717163
1.0,1.0,1555.0,0.2,0.0002167676390814,19.665321350097656
0.9833,0.9902,1260.0,0.2,0.0002098242648988,19.55918264389038
1.0,1.0,1359.0,0.2,0.0002114432211823,19.71226215362549
1.0,1.0,1605.0,0.2,0.0002234145119768,20.838709115982056
0.9667,0.94,1494.0,0.2,0.0002126456217403,19.79682683944702
1.0,1.0,1156.0,0.2,0.0002171663303224,19.7217013835907
1.0,1.0,1292.0,0.2,0.0002095877532763,19.73811173439026
0.9833,0.9902,1403.0,0.2,0.0002129124328876,19.772250652313232
1.0,1.0,1416.0,0.2,0.0002150014091489,20.012609004974365
1.0,1.0,1539.0,0.2,0.0002152816331723,20.111967086791992
1.0,1.0,1314.0,0.2,0.0002152340577397,19.801539421081543
0.9833,0.9902,1271.0,0.2,0.000215989456512,19.65558362007141
1.0,1.0,1336.0,0.2,0.0002162901037266,19.68465781211853
0.9833,0.9902,1182.0,0.2,0.0002150465024675,19.666268348693848
1.0,1.0,1439.0,0.2,0.0002193367081601,19.92700242996216
0.9836,0.9902,1242.0,0.2,0.0002204105580458,19.884954690933228
1.0,1.0,1267.0,0.2,0.00022177199713,19.671536922454838
1.0,1.0,1329.0,0.2,0.0002184859123919,19.893463134765625
