        test_acc  balanced_acc        nfeat     max_alpha  emissions   duration
count  29.000000     29.000000    29.000000  2.900000e+01  29.000000  29.000000
mean    0.948276      0.940338  1636.034483  1.000000e-01   0.000145  13.129766
std     0.034587      0.037814   187.395777  2.824686e-17   0.000005   0.300770
min     0.875000      0.875000  1274.000000  1.000000e-01   0.000135  12.698287
25%     0.916700      0.906200  1536.000000  1.000000e-01   0.000142  12.954700
50%     0.958300      0.944400  1620.000000  1.000000e-01   0.000145  13.074290
75%     0.958300      0.950000  1761.000000  1.000000e-01   0.000148  13.232456
max     1.000000      1.000000  2041.000000  1.000000e-01   0.000160  14.178318
GLOBAL EMISSIONS: 0.0001437304555071 ( 4.791015183570001e-06 each execution)
