        test_acc  balanced_acc   nfeat  max_alpha     emissions   duration
count  29.000000      29.00000    29.0       29.0  2.900000e+01  29.000000
mean    0.948269       0.94060  3571.0        0.0  8.842992e-07   0.101336
std     0.048094       0.05145     0.0        0.0  2.240069e-07   0.001844
min     0.833300       0.83330  3571.0        0.0  3.756371e-07   0.098932
25%     0.916700       0.90910  3571.0        0.0  6.873681e-07   0.100338
50%     0.958300       0.94440  3571.0        0.0  9.779062e-07   0.100715
75%     1.000000       1.00000  3571.0        0.0  1.037735e-06   0.102089
max     1.000000       1.00000  3571.0        0.0  1.146259e-06   0.106600
GLOBAL EMISSIONS: 7.779050658130586e-07 ( 2.5930168860435287e-08 each execution)
