        test_acc  balanced_acc   nfeat  max_alpha     emissions   duration
count  44.000000     44.000000    44.0       44.0  4.400000e+01  44.000000
mean    0.932759      0.925048  3571.0        0.0  9.128535e-07   0.111004
std     0.054074      0.052890     0.0        0.0  2.535416e-07   0.004249
min     0.750000      0.762200  3571.0        0.0  5.081604e-07   0.107028
25%     0.916700      0.900000  3571.0        0.0  7.223230e-07   0.108615
50%     0.958300      0.944400  3571.0        0.0  9.501468e-07   0.109554
75%     0.958300      0.945800  3571.0        0.0  1.079647e-06   0.112337
max     1.000000      1.000000  3571.0        0.0  1.847978e-06   0.130677
GLOBAL EMISSIONS: 5.787913412043707e-07 ( 1.2862029804541571e-08 each execution)
